t_s,altitude_m,relative_speed_mps,vertical_speed_mps,mach,aoa_deg,q_pa,pos_x_m,pos_y_m,pos_z_m,vel_x_mps,vel_y_mps,vel_z_mps,quat_x,quat_y,quat_z,quat_w,omega_x_rps,omega_y_rps,omega_z_rps,pitch_cmd,yaw_cmd,roll_cmd,throttle,engine,sas,rcs,force_x_n,force_y_n,force_z_n,moment_x_nm,moment_y_nm,moment_z_nm,accel_x_mps2,accel_y_mps2,accel_z_mps2
1.346944,500.910759,212.172676,6.972174,0.627192,5.132541,28836.187353,4822009011887.763672,69134.897582,3200825.110310,-0.478944,51342.691582,247.655353,0.043138679,-0.043346326,0.697376624,0.714091027,-0.000360494,-0.037425283,-0.007247222,0.000000,0.000000,0.000000,1.000000,1,1,1,239817.293260,13972.530186,116090.013398,-919.837673,24636.455126,-4535.448667,-1.145811,21.971694,9.107633
1.366528,501.050791,212.608633,7.150842,0.628477,5.125575,28954.199999,4822009011887.753906,70140.353469,3200829.963655,-0.501383,51343.121855,247.833709,0.043362366,-0.043581749,0.697306506,0.714131622,-0.000943279,-0.033229960,-0.007957944,0.000000,0.000000,0.000000,1.000000,1,1,1,239743.321292,13938.849204,116513.054306,-667.700269,21160.152297,-3616.490592,-1.139500,21.950236,9.162176
1.386464,501.197001,213.052203,7.333824,0.630202,5.114186,29113.170788,4822009011887.743164,71163.974390,3200834.908282,-0.524101,51343.559470,248.016372,0.043561770,-0.043798050,0.697232338,0.714178668,-0.001374391,-0.029561459,-0.008535171,0.000000,0.000000,0.000000,1.000000,1,1,1,254928.449832,-4760.583556,201284.922552,2505.945882,-41200.140451,16850.522150,0.719005,22.343888,17.610371
1.406536,501.347839,213.505662,7.603282,0.631120,5.080344,29197.704059,4822009011887.732422,72194.562091,3200839.890158,-0.528225,51344.003800,248.285507,0.043765725,-0.044015864,0.697160895,0.714222551,-0.000715228,-0.031585392,-0.007401039,0.000000,0.000000,0.000000,1.000000,1,1,1,239493.743353,13901.786216,116656.641339,-713.760654,19843.349035,-3487.777025,-1.129608,21.907508,9.199110
1.425033,501.491624,213.916728,7.773733,0.632330,5.068736,29309.551411,4822009011887.722656,73144.255882,3200844.485728,-0.549118,51344.409013,248.455658,0.043944469,-0.044207574,0.697096614,0.714262476,-0.001142497,-0.028393718,-0.007917415,0.000000,0.000000,0.000000,1.000000,1,1,1,239406.824186,13844.819152,116936.003324,-518.245962,17068.390048,-2691.640509,-1.121249,21.888141,9.236702
1.444256,501.644474,214.343713,7.951603,0.633738,5.053502,29439.936194,4822009011887.711914,74131.256728,3200849.265200,-0.570672,51344.829768,248.633215,0.044109074,-0.044389209,0.697027982,0.714308043,-0.001465254,-0.025540486,-0.008331765,0.000000,0.000000,0.000000,1.000000,1,1,1,252228.365704,-4718.360974,192116.511076,2585.583027,-38482.783835,17469.492002,0.719554,22.157590,16.720754
1.464619,501.810047,214.801582,8.216524,0.634937,5.017676,29551.084215,4822009011887.700195,75176.773999,3200854.331655,-0.574650,51345.278010,248.897804,0.044288397,-0.044582743,0.696959223,0.714351985,-0.000734293,-0.027664680,-0.007064579,0.000000,0.000000,0.000000,1.000000,1,1,1,239137.619352,13773.945577,116910.908942,-631.020337,16285.383895,-2751.093075,-1.108385,21.847775,9.253204
1.484540,501.977408,215.243613,8.401189,0.636310,5.001409,29678.805771,4822009011887.688477,76199.653333,3200859.293724,-0.596730,51345.713249,249.082141,0.044456077,-0.044764126,0.696894344,0.714393522,-0.001141059,-0.024843483,-0.007503296,0.000000,0.000000,0.000000,1.000000,1,1,1,251417.607994,-2975.152064,190335.912032,2218.306882,-38172.140568,15467.051523,0.553145,22.082568,16.560265
1.504818,502.151386,215.698833,8.663551,0.637581,4.965868,29797.168779,4822009011887.676758,77240.872245,3200864.348338,-0.602258,51346.158466,249.344168,0.044631472,-0.044950859,0.696831522,0.714432139,-0.000560591,-0.026999899,-0.006409058,0.000000,0.000000,0.000000,1.000000,1,1,1,238863.144245,13711.467471,116870.069828,-659.205870,15532.036539,-2694.572849,-1.096871,21.807232,9.267808
1.524775,502.327979,216.141178,8.848841,0.638887,4.949279,29918.963326,4822009011887.664062,78265.598052,3200869.328200,-0.624148,51346.593673,249.529126,0.044796506,-0.045127933,0.696771475,0.714469211,-0.000986086,-0.024304419,-0.006839466,0.000000,0.000000,0.000000,1.000000,1,1,1,250722.755383,-1597.673325,188990.196999,1968.290426,-38042.211926,13951.561988,0.422216,22.013466,16.442814
1.544978,502.510326,216.594006,9.109170,0.640221,4.914067,30043.752467,4822009011887.650391,79302.933672,3200874.372883,-0.630872,51347.036116,249.789118,0.044968283,-0.045309958,0.696713410,0.714503524,-0.000496926,-0.026498700,-0.005870516,0.000000,0.000000,0.000000,1.000000,1,1,1,238587.534042,13658.273915,116810.920177,-648.730784,14911.904139,-2592.946629,-1.086820,21.767108,9.280083
1.564545,502.692124,217.027243,9.291083,0.641498,4.897740,30163.352413,4822009011887.637695,80307.657483,3200879.264099,-0.652138,51347.462036,249.970703,0.045128051,-0.045480880,0.696658569,0.714536064,-0.000907386,-0.023961405,-0.006276582,0.000000,0.000000,0.000000,1.000000,1,1,1,238480.569136,13600.481767,116992.380674,-461.817996,12579.077906,-1913.744610,-1.078943,21.747662,9.306566
1.583820,502.874669,217.453778,9.470791,0.642754,4.879357,30281.209768,4822009011887.625000,81297.382458,3200884.085716,-0.672934,51347.881220,250.150086,0.045269419,-0.045636534,0.696603267,0.714571112,-0.001195466,-0.021852964,-0.006571961,0.000000,0.000000,0.000000,1.000000,1,1,1,238367.374120,13526.718783,117112.702044,-317.863235,10552.995308,-1288.006049,-1.069462,21.729008,9.325970
1.603054,503.060286,217.879191,9.650495,0.643864,4.859132,30385.533237,4822009011887.611328,82285.027205,3200888.900609,-0.693504,51348.299160,250.329464,0.045397387,-0.045780967,0.696547368,0.714608245,-0.001393578,-0.020087809,-0.006770489,0.000000,0.000000,0.000000,1.000000,1,1,1,248521.858356,-2711.291763,181912.133041,2361.720046,-37536.251450,16157.790966,0.537434,21.848103,15.765299
1.624661,503.272832,218.361455,9.922089,0.645286,4.819509,30519.494851,4822009011887.595703,83394.531794,3200894.313568,-0.699136,51348.769755,250.600690,0.045550511,-0.045948227,0.696489158,0.714644502,-0.000643048,-0.022789972,-0.005435831,0.000000,0.000000,0.000000,1.000000,1,1,1,249006.242805,1241.201239,185379.423383,1460.823697,-38059.508099,11044.589343,0.152807,21.851379,16.119118
1.644760,503.475768,218.810296,10.178023,0.646753,4.784890,30658.113603,4822009011887.582031,84426.594105,3200899.353884,-0.708217,51349.207329,250.856280,0.045713269,-0.046118587,0.696441333,0.714669744,-0.000329170,-0.025159145,-0.004678524,0.000000,0.000000,0.000000,1.000000,1,1,1,237894.427256,13456.950945,116573.457681,-609.560103,12950.732549,-2120.049341,-1.056293,21.671090,9.295991
1.664276,503.677945,219.241263,10.359778,0.648024,4.768321,30778.333576,4822009011887.567383,85428.726151,3200904.253100,-0.728832,51349.630259,251.037699,0.045866587,-0.046281326,0.696395816,0.714693755,-0.000713656,-0.022961341,-0.005009629,0.000000,0.000000,0.000000,1.000000,1,1,1,237785.347622,13415.704694,116731.193071,-437.795340,10911.572566,-1573.298637,-1.050593,21.652011,9.319624
1.683840,503.884197,219.673067,10.542447,0.649296,4.749670,30898.900939,4822009011887.552734,86433.348407,3200909.168017,-0.749386,51350.053863,251.220030,0.046005811,-0.046433265,0.696349136,0.714720434,-0.000990676,-0.021104970,-0.005256087,0.000000,0.000000,0.000000,1.000000,1,1,1,237669.054702,13359.254775,116835.770976,-303.118727,9109.653638,-1057.800915,-1.043345,21.633367,9.337215
1.703606,504.096228,220.109090,10.727348,0.650580,4.729127,31020.796401,4822009011887.537109,87448.329068,3200914.137216,-0.770008,51350.481463,251.404587,0.046134398,-0.046576965,0.696301384,0.714749317,-0.001184653,-0.019539154,-0.005423631,0.000000,0.000000,0.000000,1.000000,1,1,1,237545.711690,13290.179922,116895.676517,-197.164469,7510.112724,-575.187148,-1.034806,21.614956,9.349778
1.722484,504.302070,220.525300,10.904179,0.651805,4.708265,31137.320885,4822009011887.522461,88417.710588,3200918.886463,-0.789543,51350.889501,251.581088,0.046248327,-0.046706645,0.696255650,0.714778044,-0.001305362,-0.018306247,-0.005510789,0.000000,0.000000,0.000000,1.000000,1,1,1,237423.557341,13216.055165,116918.243717,-119.204891,6177.617756,-156.133527,-1.025838,21.597704,9.357837
1.742426,504.523243,220.964755,11.091140,0.653098,4.685122,31260.549444,4822009011887.505859,89441.742381,3200923.907135,-0.810000,51351.320196,251.767699,0.046360699,-0.046836522,0.696207592,0.714809076,-0.001382694,-0.017234894,-0.005536018,0.000000,0.000000,0.000000,1.000000,1,1,1,237290.624087,13131.215512,116910.408319,-55.112150,4940.970007,244.604152,-1.015728,21.579797,9.362747
1.762275,504.747090,221.401952,11.277336,0.654384,4.661255,31383.362913,4822009011887.489258,90461.049281,3200928.908289,-0.830162,51351.748544,251.953545,0.046466384,-0.046960013,0.696160384,0.714840089,-0.001418593,-0.016381937,-0.005497494,0.000000,0.000000,0.000000,1.000000,1,1,1,237155.291207,13042.797278,116877.318994,-6.886487,3875.364814,596.835416,-1.005301,21.562238,9.364763
1.781659,504.969211,221.828673,11.459205,0.655640,4.637368,31503.456362,4822009011887.472656,91456.454247,3200933.795649,-0.849648,51352.166504,252.135071,0.046565105,-0.047076153,0.696115195,0.714870032,-0.001423462,-0.015728599,-0.005405245,0.000000,0.000000,0.000000,1.000000,1,1,1,237020.960967,12954.717002,116826.010483,28.252374,2978.478360,895.493758,-0.994991,21.545301,9.364574
1.801579,505.201200,222.266982,11.646103,0.656929,4.612392,31627.049603,4822009011887.455078,92479.404308,3200938.821926,-0.869469,51352.595689,252.321614,0.046663036,-0.047191774,0.696069999,0.714900031,-0.001405854,-0.015212546,-0.005262838,0.000000,0.000000,0.000000,1.000000,1,1,1,236881.245400,12864.143967,116757.876105,54.895973,2183.724282,1157.998245,-0.984452,21.528080,9.362632
1.821257,505.433998,222.699738,11.830691,0.658202,4.587468,31749.321430,4822009011887.437500,93489.917658,3200943.790681,-0.888840,51353.019314,252.505850,0.046757371,-0.047303207,0.696026804,0.714928558,-0.001371516,-0.014838768,-0.005080826,0.000000,0.000000,0.000000,1.000000,1,1,1,236742.132858,12776.207982,116679.489048,73.575854,1514.377185,1373.736685,-0.974268,21.511214,9.359455
1.840110,505.660380,223.114158,12.007490,0.659422,4.563481,31866.645334,4822009011887.419922,94458.115409,3200948.554656,-0.907209,51353.424878,252.682309,0.046846331,-0.047408098,0.695986926,0.714954609,-0.001327227,-0.014590386,-0.004873884,0.000000,0.000000,0.000000,1.000000,1,1,1,236608.250079,12694.572867,116597.304646,85.817264,970.133662,1541.571675,-0.964849,21.495163,9.355609
1.859169,505.892628,223.532883,12.186139,0.660331,4.539222,31954.128026,4822009011887.402344,95436.849038,3200953.373832,-0.925598,51353.834546,252.860614,0.046935441,-0.047512791,0.695948295,0.714979419,-0.001274904,-0.014429508,-0.004639090,0.000000,0.000000,0.000000,1.000000,1,1,1,243182.538628,1932.252557,165040.642053,1781.583481,-34837.988567,12746.645401,0.097274,21.465682,14.156556
1.880034,506.150473,223.993695,12.431763,0.661656,4.501883,32081.921402,4822009011887.382812,96508.356431,3200958.653358,-0.934554,51354.282568,253.105860,0.047046273,-0.047636778,0.695910406,0.715000764,-0.000644207,-0.017544245,-0.003435677,0.000000,0.000000,0.000000,1.000000,1,1,1,244286.291125,4932.349932,172399.408132,1073.027927,-37920.674454,8715.196906,-0.194486,21.477457,14.893928
1.900083,506.403096,224.437042,12.674850,0.663324,4.467837,32243.348163,4822009011887.363281,97537.984627,3200963.731344,-0.946062,51354.713019,253.348581,0.047176106,-0.047774701,0.695879571,0.715013018,-0.000344910,-0.020589408,-0.002670237,0.000000,0.000000,0.000000,1.000000,1,1,1,236121.675460,12616.168722,115792.640704,-261.644397,5544.833637,278.818088,-0.953843,21.444168,9.292203
1.919121,506.647763,224.854674,12.852098,0.664162,4.450136,32324.448025,4822009011887.344727,98515.649331,3200968.557794,-0.964221,51355.121259,253.525480,0.047304158,-0.047910754,0.695852610,0.715021693,-0.000505925,-0.019671491,-0.002627864,0.000000,0.000000,0.000000,1.000000,1,1,1,245284.725405,6533.359726,179833.553391,778.322255,-41830.655919,6555.253828,-0.348957,21.465109,15.646133
1.939464,506.912770,225.304854,13.106276,0.665886,4.416619,32491.944204,4822009011887.325195,99560.406510,3200973.718972,-0.977454,51355.557547,253.779283,0.047451535,-0.048066304,0.695825273,0.715028092,-0.000312167,-0.022963253,-0.002063436,0.000000,0.000000,0.000000,1.000000,1,1,1,235837.416178,12633.433968,115542.207451,-262.799767,7489.409368,-57.420375,-0.954471,21.408429,9.281330
1.958851,507.170342,225.729700,13.286564,0.666707,4.401228,32571.588559,4822009011887.305664,100556.000521,3200978.642260,-0.995957,51355.972574,253.959212,0.047595560,-0.048218969,0.695800690,0.715032162,-0.000476808,-0.021700715,-0.002072435,0.000000,0.000000,0.000000,1.000000,1,1,1,246412.632500,7608.498954,187818.645140,609.312732,-45968.649485,5083.085671,-0.452270,21.453403,16.455594
1.979671,507.450776,226.190829,13.555090,0.668022,4.367725,32699.659638,4822009011887.284180,101625.255056,3200983.933571,-1.010607,51356.418581,254.227352,0.047761333,-0.048393974,0.695775119,0.715034169,-0.000336114,-0.025288633,-0.001646593,0.000000,0.000000,0.000000,1.000000,1,1,1,247762.902107,8735.926257,195773.234695,380.571599,-48601.273394,3532.763784,-0.560928,21.470617,17.257202
1.999676,507.725533,226.634598,13.820892,0.669814,4.337656,32874.775941,4822009011887.263672,102652.645429,3200989.022966,-1.025814,51356.847102,254.492780,0.047944453,-0.048585739,0.695751269,0.715032116,-0.000292960,-0.028683788,-0.001391219,0.000000,0.000000,0.000000,1.000000,1,1,1,235398.535567,12756.323382,115102.174350,-266.735443,12758.835404,-621.770932,-0.965847,21.351477,9.263411
2.018821,507.993528,227.053473,13.998596,0.671052,4.328380,32995.774968,4822009011887.244141,103635.862815,3200993.898540,-1.044304,51357.255869,254.670125,0.048118896,-0.048769894,0.695728669,0.715029851,-0.000457934,-0.026559750,-0.001486556,0.000000,0.000000,0.000000,1.000000,1,1,1,235308.157424,12801.838305,115384.921615,-198.296702,11015.884631,-555.660109,-0.970256,21.331768,9.300500
2.038604,508.274109,227.486082,14.182963,0.672329,4.316603,33120.906095,4822009011887.222656,104651.879577,3200998.940358,-1.063499,51357.677878,254.854118,0.048285257,-0.048947615,0.695705489,0.715029046,-0.000584733,-0.024664705,-0.001574659,0.000000,0.000000,0.000000,1.000000,1,1,1,235207.670797,12835.378230,115616.880961,-141.639210,9412.391206,-464.186558,-0.973468,21.311994,9.332064
2.057393,508.543896,227.896726,14.358662,0.673540,4.303748,33239.855807,4822009011887.202148,105616.863962,3201003.732193,-1.081790,51358.078317,255.029461,0.048432661,-0.049106605,0.695683626,0.715029448,-0.000670817,-0.023126842,-0.001644615,0.000000,0.000000,0.000000,1.000000,1,1,1,235106.718725,12856.869737,115790.277815,-99.189090,8071.516431,-364.601842,-0.975483,21.293678,9.356780
2.076984,508.828786,228.324660,14.542339,0.674215,4.288817,33305.879672,4822009011887.180664,106623.006241,3201008.731957,-1.100900,51358.495472,255.212766,0.048576566,-0.049263145,0.695661017,0.715030915,-0.000733740,-0.021751819,-0.001701962,0.000000,0.000000,0.000000,1.000000,1,1,1,245616.886243,8501.972816,189287.718384,623.482422,-46578.447619,4098.280199,-0.540635,21.296813,16.648999
2.097813,509.135535,228.784506,14.813794,0.676161,4.255844,33497.763948,4822009011887.157227,107692.768144,3201014.051668,-1.116702,51358.938840,255.483823,0.048740908,-0.049440152,0.695637344,0.715030545,-0.000545912,-0.025351545,-0.001381710,0.000000,0.000000,0.000000,1.000000,1,1,1,234824.934101,12918.119660,115593.766257,-136.283746,10104.734307,-543.400500,-0.981327,21.256074,9.353210
2.117763,509.434799,229.219820,15.000775,0.676803,4.243102,33560.787741,4822009011887.134766,108717.393681,3201019.152324,-1.136279,51359.362901,255.670421,0.048900861,-0.049612151,0.695615064,0.715029386,-0.000633843,-0.023598571,-0.001468623,0.000000,0.000000,0.000000,1.000000,1,1,1,247244.356027,8849.092589,199924.043440,550.103213,-52500.851169,3583.965078,-0.572939,21.289133,17.724830
2.139838,509.770399,229.707922,15.300392,0.678887,4.208246,33767.142950,4822009011887.109375,109851.185943,3201024.800826,-1.153465,51359.832288,255.969612,0.049091302,-0.049815413,0.695590421,0.715026178,-0.000471606,-0.027812346,-0.001191491,0.000000,0.000000,0.000000,1.000000,1,1,1,234537.467996,13013.810645,115431.871124,-159.149424,12523.255579,-741.077414,-0.990740,21.215845,9.355391
2.159574,510.076008,230.138055,15.485408,0.679564,4.198307,33833.828102,4822009011887.085938,110864.805135,3201029.856153,-1.173018,51360.250993,256.154245,0.049264050,-0.049999783,0.695568452,0.715022800,-0.000573136,-0.025663185,-0.001308669,0.000000,0.000000,0.000000,1.000000,1,1,1,251445.285746,8587.437708,222633.265642,587.613105,-66346.724116,3692.016788,-0.542454,21.357843,20.011032
2.185674,510.486787,230.718167,15.869608,0.681254,4.154648,34001.505227,4822009011887.054688,112205.305934,3201036.548322,-1.193081,51360.806311,256.537937,0.049516229,-0.050266751,0.695538896,0.715015413,-0.000373981,-0.031973242,-0.000991427,0.000000,0.000000,0.000000,1.000000,1,1,1,254621.703074,9799.899126,238047.396748,323.920896,-71364.227794,2010.499808,-0.657408,21.436438,21.567856
2.209907,510.877275,231.259193,16.244743,0.682650,4.117956,34140.132876,4822009011887.025391,113449.945657,3201042.770939,-1.213234,51361.322561,256.912596,0.049799750,-0.050563729,0.695509578,0.715003301,-0.000325596,-0.037729961,-0.000900054,0.000000,0.000000,0.000000,1.000000,1,1,1,254032.406122,10669.057616,236560.006039,175.424384,-64993.074059,917.811342,-0.743972,21.380526,21.432902
2.230113,511.209614,231.709758,16.555954,0.684097,4.093409,34284.284172,4822009011887.000000,114487.760317,3201047.966213,-1.231055,51361.752200,257.223409,0.050068874,-0.050844773,0.695482873,0.714990553,-0.000343623,-0.041467201,-0.000936942,0.000000,0.000000,0.000000,1.000000,1,1,1,258093.229192,10489.922383,254715.040255,217.820767,-73422.494161,955.423237,-0.721229,21.497768,23.269219
2.251439,511.567467,232.188100,16.904004,0.686218,4.067640,34496.510011,4822009011886.972656,115583.134881,3201053.456661,-1.249773,51362.206670,257.571037,0.050381060,-0.051170496,0.695452080,0.714975338,-0.000349767,-0.045822948,-0.000990808,0.000000,0.000000,0.000000,1.000000,1,1,1,233720.410922,13623.308106,114500.353768,-248.218343,31176.969165,-1848.233821,-1.051551,21.097191,9.332925
